app_id,data_type,purpose,privacy_type,data_category
588358613,Purchase History,Developer’s Advertising or Marketing,Data Linked to You,Purchases
588358613,Coarse Location,Developer’s Advertising or Marketing,Data Linked to You,Location
588358613,Email Address,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
588358613,Name,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
588358613,User ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
588358613,Device ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
588358613,Product Interaction,Developer’s Advertising or Marketing,Data Linked to You,Usage Data
588358613,Email Address,App Functionality,Data Linked to You,Contact Info
588358613,Name,App Functionality,Data Linked to You,Contact Info
1487295703,Crash Data,,Data Used to Track You,Diagnostics
1487295703,Browsing History,Analytics,Data Not Linked to You,Browsing History
1487295703,Device ID,Analytics,Data Not Linked to You,Identifiers
1487295703,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1487295703,Other Usage Data,Analytics,Data Not Linked to You,Usage Data
1487295703,Performance Data,Analytics,Data Not Linked to You,Diagnostics
1487295703,Other Diagnostic Data,Analytics,Data Not Linked to You,Diagnostics
1487295703,Customer Support,App Functionality,Data Not Linked to You,User Content
1487295703,Browsing History,App Functionality,Data Not Linked to You,Browsing History
1487295703,Device ID,App Functionality,Data Not Linked to You,Identifiers
1487295703,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
1487295703,Other Usage Data,App Functionality,Data Not Linked to You,Usage Data
1487295703,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
1487295703,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
1487295703,Other Diagnostic Data,App Functionality,Data Not Linked to You,Diagnostics
989642198,Payment Info,Analytics,Data Linked to You,Financial Info
989642198,Other Financial Info,Analytics,Data Linked to You,Financial Info
989642198,Other Usage Data,Analytics,Data Linked to You,Usage Data
989642198,Payment Info,Product Personalization,Data Linked to You,Financial Info
989642198,Other Financial Info,Product Personalization,Data Linked to You,Financial Info
989642198,Other Usage Data,Product Personalization,Data Linked to You,Usage Data
989642198,Payment Info,App Functionality,Data Linked to You,Financial Info
989642198,Other Financial Info,App Functionality,Data Linked to You,Financial Info
989642198,Device ID,App Functionality,Data Linked to You,Identifiers
989642198,Other Usage Data,App Functionality,Data Linked to You,Usage Data
989642198,Customer Support,Developer’s Advertising or Marketing,Data Not Linked to You,User Content
989642198,Customer Support,Analytics,Data Not Linked to You,User Content
989642198,Other User Content,Analytics,Data Not Linked to You,User Content
989642198,Product Interaction,Analytics,Data Not Linked to You,Usage Data
989642198,Customer Support,Product Personalization,Data Not Linked to You,User Content
989642198,Other User Content,Product Personalization,Data Not Linked to You,User Content
989642198,User ID,Product Personalization,Data Not Linked to You,Identifiers
989642198,Product Interaction,Product Personalization,Data Not Linked to You,Usage Data
989642198,Precise Location,App Functionality,Data Not Linked to You,Location
989642198,Name,App Functionality,Data Not Linked to You,Contact Info
989642198,Customer Support,App Functionality,Data Not Linked to You,User Content
989642198,Other User Content,App Functionality,Data Not Linked to You,User Content
989642198,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
989642198,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
989642198,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
989642198,Other Diagnostic Data,App Functionality,Data Not Linked to You,Diagnostics
1524068804,Customer Support,Analytics,Data Linked to You,User Content
1524068804,Product Interaction,Analytics,Data Linked to You,Usage Data
1524068804,Crash Data,Analytics,Data Linked to You,Diagnostics
1524068804,Performance Data,Analytics,Data Linked to You,Diagnostics
1524068804,Gameplay Content,Product Personalization,Data Linked to You,User Content
1524068804,Search History,Product Personalization,Data Linked to You,Search History
1524068804,User ID,Product Personalization,Data Linked to You,Identifiers
1524068804,Device ID,Product Personalization,Data Linked to You,Identifiers
1524068804,Product Interaction,Product Personalization,Data Linked to You,Usage Data
1524068804,Email Address,App Functionality,Data Linked to You,Contact Info
1524068804,Gameplay Content,App Functionality,Data Linked to You,User Content
1524068804,Search History,App Functionality,Data Linked to You,Search History
1524068804,User ID,App Functionality,Data Linked to You,Identifiers
1524068804,Device ID,App Functionality,Data Linked to You,Identifiers
1524068804,Product Interaction,App Functionality,Data Linked to You,Usage Data
6477829138,Customer Support,Developer’s Advertising or Marketing,Data Not Linked to You,User Content
6477829138,Other User Content,Developer’s Advertising or Marketing,Data Not Linked to You,User Content
6477829138,User ID,Developer’s Advertising or Marketing,Data Not Linked to You,Identifiers
6477829138,Device ID,Developer’s Advertising or Marketing,Data Not Linked to You,Identifiers
6477829138,Product Interaction,Developer’s Advertising or Marketing,Data Not Linked to You,Usage Data
6477829138,Purchase History,Analytics,Data Not Linked to You,Purchases
6477829138,Device ID,Analytics,Data Not Linked to You,Identifiers
6477829138,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6477829138,Purchase History,App Functionality,Data Not Linked to You,Purchases
493619333,Purchase History,,Data Used to Track You,Purchases
493619333,Precise Location,,Data Used to Track You,Location
493619333,Coarse Location,,Data Used to Track You,Location
493619333,Email Address,,Data Used to Track You,Contact Info
493619333,Customer Support,,Data Used to Track You,User Content
493619333,Search History,,Data Used to Track You,Search History
493619333,User ID,,Data Used to Track You,Identifiers
493619333,Device ID,,Data Used to Track You,Identifiers
493619333,Product Interaction,,Data Used to Track You,Usage Data
493619333,Advertising Data,,Data Used to Track You,Usage Data
493619333,Crash Data,,Data Used to Track You,Diagnostics
493619333,Performance Data,,Data Used to Track You,Diagnostics
493619333,Other Diagnostic Data,,Data Used to Track You,Diagnostics
493619333,Purchase History,Third-Party Advertising,Data Linked to You,Purchases
493619333,Precise Location,Third-Party Advertising,Data Linked to You,Location
493619333,Coarse Location,Third-Party Advertising,Data Linked to You,Location
493619333,Email Address,Third-Party Advertising,Data Linked to You,Contact Info
493619333,User ID,Third-Party Advertising,Data Linked to You,Identifiers
493619333,Device ID,Third-Party Advertising,Data Linked to You,Identifiers
493619333,Product Interaction,Third-Party Advertising,Data Linked to You,Usage Data
493619333,Advertising Data,Third-Party Advertising,Data Linked to You,Usage Data
493619333,Purchase History,Developer’s Advertising or Marketing,Data Linked to You,Purchases
493619333,Precise Location,Developer’s Advertising or Marketing,Data Linked to You,Location
493619333,Coarse Location,Developer’s Advertising or Marketing,Data Linked to You,Location
493619333,Email Address,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
493619333,User ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
493619333,Device ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
493619333,Product Interaction,Developer’s Advertising or Marketing,Data Linked to You,Usage Data
493619333,Advertising Data,Developer’s Advertising or Marketing,Data Linked to You,Usage Data
493619333,Purchase History,Analytics,Data Linked to You,Purchases
493619333,Precise Location,Analytics,Data Linked to You,Location
493619333,Coarse Location,Analytics,Data Linked to You,Location
493619333,Email Address,Analytics,Data Linked to You,Contact Info
493619333,Customer Support,Analytics,Data Linked to You,User Content
493619333,Search History,Analytics,Data Linked to You,Search History
493619333,User ID,Analytics,Data Linked to You,Identifiers
493619333,Device ID,Analytics,Data Linked to You,Identifiers
493619333,Product Interaction,Analytics,Data Linked to You,Usage Data
493619333,Advertising Data,Analytics,Data Linked to You,Usage Data
493619333,Crash Data,Analytics,Data Linked to You,Diagnostics
493619333,Performance Data,Analytics,Data Linked to You,Diagnostics
493619333,Other Diagnostic Data,Analytics,Data Linked to You,Diagnostics
493619333,Purchase History,Product Personalization,Data Linked to You,Purchases
493619333,Precise Location,Product Personalization,Data Linked to You,Location
493619333,Coarse Location,Product Personalization,Data Linked to You,Location
493619333,Email Address,Product Personalization,Data Linked to You,Contact Info
493619333,User ID,Product Personalization,Data Linked to You,Identifiers
493619333,Device ID,Product Personalization,Data Linked to You,Identifiers
493619333,Product Interaction,Product Personalization,Data Linked to You,Usage Data
493619333,Advertising Data,Product Personalization,Data Linked to You,Usage Data
493619333,Purchase History,App Functionality,Data Linked to You,Purchases
493619333,Precise Location,App Functionality,Data Linked to You,Location
493619333,Coarse Location,App Functionality,Data Linked to You,Location
493619333,Email Address,App Functionality,Data Linked to You,Contact Info
493619333,Customer Support,App Functionality,Data Linked to You,User Content
493619333,User ID,App Functionality,Data Linked to You,Identifiers
493619333,Device ID,App Functionality,Data Linked to You,Identifiers
493619333,Product Interaction,App Functionality,Data Linked to You,Usage Data
493619333,Advertising Data,App Functionality,Data Linked to You,Usage Data
493619333,Crash Data,App Functionality,Data Linked to You,Diagnostics
493619333,Performance Data,App Functionality,Data Linked to You,Diagnostics
493619333,Other Diagnostic Data,App Functionality,Data Linked to You,Diagnostics
1493916909,Device ID,Product Personalization,Data Not Linked to You,Identifiers
6478706331,,,Data Not Collected,
6475634958,,,Data Not Collected,
6475737516,,,Data Not Collected,
6478033172,,,Data Not Collected,
1312926037,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1312926037,Other Usage Data,Analytics,Data Not Linked to You,Usage Data
1312926037,Product Interaction,Product Personalization,Data Not Linked to You,Usage Data
1312926037,Other Usage Data,Product Personalization,Data Not Linked to You,Usage Data
1312926037,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
1312926037,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
1312926037,Other Diagnostic Data,App Functionality,Data Not Linked to You,Diagnostics
6476893267,Email Address,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
6476893267,Name,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
6476893267,User ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
6476893267,Email Address,Product Personalization,Data Linked to You,Contact Info
6476893267,Name,Product Personalization,Data Linked to You,Contact Info
6476893267,User ID,Product Personalization,Data Linked to You,Identifiers
6476893267,Email Address,App Functionality,Data Linked to You,Contact Info
6476893267,Name,App Functionality,Data Linked to You,Contact Info
6476893267,User ID,App Functionality,Data Linked to You,Identifiers
6480587175,,,Data Not Collected,
6478508584,,,Data Not Collected,
6479172232,Email Address,Developer’s Advertising or Marketing,Data Not Linked to You,Contact Info
6479172232,Other User Content,Analytics,Data Not Linked to You,User Content
6479172232,Other User Content,App Functionality,Data Not Linked to You,User Content
6479172232,User ID,App Functionality,Data Not Linked to You,Identifiers
6447008785,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6447008785,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6474096371,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6474096371,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6474096371,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
364899325,,,Data Not Collected,
6476380797,,,Data Not Collected,
1497476884,,,Data Not Collected,
1515324201,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1515324201,Purchase History,App Functionality,Data Not Linked to You,Purchases
1515324201,User ID,App Functionality,Data Not Linked to You,Identifiers
1515324201,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
1280845473,Coarse Location,Analytics,Data Not Linked to You,Location
1280845473,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1280845473,User ID,App Functionality,Data Not Linked to You,Identifiers
1532027293,,,Data Not Collected,
1519935634,Purchase History,Analytics,Data Not Linked to You,Purchases
1519935634,Device ID,Analytics,Data Not Linked to You,Identifiers
1519935634,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1519935634,Purchase History,App Functionality,Data Not Linked to You,Purchases
6467555424,,,Data Not Collected,
6478713707,,,Data Not Collected,
6451323433,,,Data Not Collected,
576588894,Product Interaction,Analytics,Data Not Linked to You,Usage Data
576588894,Other Diagnostic Data,Analytics,Data Not Linked to You,Diagnostics
576588894,Coarse Location,App Functionality,Data Not Linked to You,Location
6503707761,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6448773500,,,Data Not Collected,
6475733934,Email Address,App Functionality,Data Linked to You,Contact Info
6475733934,Name,App Functionality,Data Linked to You,Contact Info
6475733934,Emails or Text Messages,App Functionality,Data Linked to You,User Content
6475733934,Photos or Videos,App Functionality,Data Linked to You,User Content
6475733934,User ID,App Functionality,Data Linked to You,Identifiers
6475733934,Device ID,Analytics,Data Not Linked to You,Identifiers
6475733934,Crash Data,Analytics,Data Not Linked to You,Diagnostics
6475733934,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6475733934,Other Diagnostic Data,Analytics,Data Not Linked to You,Diagnostics
6459834117,User ID,Analytics,Data Not Linked to You,Identifiers
6459834117,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6459834117,Other Usage Data,Analytics,Data Not Linked to You,Usage Data
6459834117,Crash Data,Analytics,Data Not Linked to You,Diagnostics
6459834117,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6459834117,User ID,App Functionality,Data Not Linked to You,Identifiers
1461650987,Email Address,App Functionality,Data Linked to You,Contact Info
1461650987,User ID,App Functionality,Data Linked to You,Identifiers
1461650987,Purchase History,Analytics,Data Not Linked to You,Purchases
1461650987,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1461650987,Purchase History,App Functionality,Data Not Linked to You,Purchases
1461650987,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
6476817424,,,Data Not Collected,
1531591752,,,Data Not Collected,
6475745854,,,Data Not Collected,
1183533416,,,Data Not Collected,
6479165827,,,Data Not Collected,
6443633176,Purchase History,,Data Used to Track You,Purchases
6443633176,Photos or Videos,,Data Used to Track You,User Content
6443633176,User ID,,Data Used to Track You,Identifiers
6443633176,Device ID,,Data Used to Track You,Identifiers
6443633176,Product Interaction,,Data Used to Track You,Usage Data
6443633176,Performance Data,,Data Used to Track You,Diagnostics
6443633176,Purchase History,Analytics,Data Linked to You,Purchases
6443633176,Device ID,Analytics,Data Linked to You,Identifiers
6443633176,Product Interaction,Analytics,Data Linked to You,Usage Data
6443633176,Purchase History,Product Personalization,Data Linked to You,Purchases
6443633176,Device ID,Product Personalization,Data Linked to You,Identifiers
6443633176,Product Interaction,Product Personalization,Data Linked to You,Usage Data
6443633176,Purchase History,App Functionality,Data Linked to You,Purchases
6443633176,User ID,App Functionality,Data Linked to You,Identifiers
6443633176,Device ID,App Functionality,Data Linked to You,Identifiers
6443633176,Product Interaction,App Functionality,Data Linked to You,Usage Data
6443633176,Photos or Videos,Analytics,Data Not Linked to You,User Content
6443633176,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6443633176,Other Diagnostic Data,Analytics,Data Not Linked to You,Diagnostics
6443633176,Photos or Videos,Product Personalization,Data Not Linked to You,User Content
6443633176,Performance Data,Product Personalization,Data Not Linked to You,Diagnostics
6443633176,Photos or Videos,App Functionality,Data Not Linked to You,User Content
6443633176,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
1627725502,,,Data Not Collected,
6480322995,Other Diagnostic Data,App Functionality,Data Not Linked to You,Diagnostics
6479238634,,,Data Not Collected,
6480082996,,,Data Not Collected,
6469645676,,,Data Not Collected,
6474892768,,,Data Not Collected,
1604274234,Device ID,,Data Used to Track You,Identifiers
1604274234,Advertising Data,,Data Used to Track You,Usage Data
1604274234,Purchase History,Developer’s Advertising or Marketing,Data Linked to You,Purchases
1604274234,Product Interaction,Developer’s Advertising or Marketing,Data Linked to You,Usage Data
1604274234,Other Usage Data,Developer’s Advertising or Marketing,Data Linked to You,Usage Data
1604274234,Other Diagnostic Data,Developer’s Advertising or Marketing,Data Linked to You,Diagnostics
1604274234,Purchase History,Analytics,Data Linked to You,Purchases
1604274234,Product Interaction,Analytics,Data Linked to You,Usage Data
1604274234,Other Usage Data,Analytics,Data Linked to You,Usage Data
1604274234,Crash Data,Analytics,Data Linked to You,Diagnostics
1604274234,Performance Data,Analytics,Data Linked to You,Diagnostics
1604274234,Other Diagnostic Data,Analytics,Data Linked to You,Diagnostics
1604274234,Purchase History,Product Personalization,Data Linked to You,Purchases
1604274234,Product Interaction,Product Personalization,Data Linked to You,Usage Data
1604274234,Other Usage Data,Product Personalization,Data Linked to You,Usage Data
1604274234,Other Diagnostic Data,Product Personalization,Data Linked to You,Diagnostics
1604274234,Purchase History,App Functionality,Data Linked to You,Purchases
1604274234,Product Interaction,App Functionality,Data Linked to You,Usage Data
1604274234,Other Usage Data,App Functionality,Data Linked to You,Usage Data
1604274234,Crash Data,App Functionality,Data Linked to You,Diagnostics
1604274234,Performance Data,App Functionality,Data Linked to You,Diagnostics
1604274234,Other Diagnostic Data,App Functionality,Data Linked to You,Diagnostics
1604274234,Device ID,Developer’s Advertising or Marketing,Data Not Linked to You,Identifiers
1604274234,Advertising Data,Developer’s Advertising or Marketing,Data Not Linked to You,Usage Data
1604274234,Device ID,Analytics,Data Not Linked to You,Identifiers
1604274234,Advertising Data,Analytics,Data Not Linked to You,Usage Data
6478073283,,,Data Not Collected,
1621800675,,,Data Not Collected,
1537376352,Purchase History,,Data Used to Track You,Purchases
1537376352,Email Address,,Data Used to Track You,Contact Info
1537376352,Name,,Data Used to Track You,Contact Info
1537376352,User ID,,Data Used to Track You,Identifiers
1537376352,Product Interaction,,Data Used to Track You,Usage Data
1537376352,Purchase History,Third-Party Advertising,Data Linked to You,Purchases
1537376352,Email Address,Third-Party Advertising,Data Linked to You,Contact Info
1537376352,Name,Third-Party Advertising,Data Linked to You,Contact Info
1537376352,Product Interaction,Third-Party Advertising,Data Linked to You,Usage Data
1537376352,Purchase History,Analytics,Data Linked to You,Purchases
1537376352,Email Address,Analytics,Data Linked to You,Contact Info
1537376352,User ID,Analytics,Data Linked to You,Identifiers
1537376352,Device ID,Analytics,Data Linked to You,Identifiers
1537376352,Product Interaction,Analytics,Data Linked to You,Usage Data
1537376352,Email Address,Product Personalization,Data Linked to You,Contact Info
1537376352,Name,Product Personalization,Data Linked to You,Contact Info
1537376352,User ID,Product Personalization,Data Linked to You,Identifiers
1537376352,Product Interaction,Product Personalization,Data Linked to You,Usage Data
1537376352,Email Address,App Functionality,Data Linked to You,Contact Info
1537376352,Name,App Functionality,Data Linked to You,Contact Info
1537376352,Other User Content,App Functionality,Data Linked to You,User Content
1537376352,User ID,App Functionality,Data Linked to You,Identifiers
1537376352,Product Interaction,App Functionality,Data Linked to You,Usage Data
1537376352,Crash Data,Analytics,Data Not Linked to You,Diagnostics
1537376352,Performance Data,Analytics,Data Not Linked to You,Diagnostics
1537376352,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
1537376352,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
6479647844,,,Data Not Collected,
1492055171,,,Data Not Collected,
6477725759,,,Data Not Collected,
282935706,Email Address,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
282935706,Search History,Analytics,Data Linked to You,Search History
282935706,Email Address,App Functionality,Data Linked to You,Contact Info
282935706,Name,App Functionality,Data Linked to You,Contact Info
282935706,Customer Support,App Functionality,Data Linked to You,User Content
282935706,Other User Content,App Functionality,Data Linked to You,User Content
282935706,Search History,App Functionality,Data Linked to You,Search History
282935706,User ID,App Functionality,Data Linked to You,Identifiers
282935706,Device ID,Developer’s Advertising or Marketing,Data Not Linked to You,Identifiers
282935706,Product Interaction,Developer’s Advertising or Marketing,Data Not Linked to You,Usage Data
282935706,Product Interaction,Analytics,Data Not Linked to You,Usage Data
282935706,Payment Info,App Functionality,Data Not Linked to You,Financial Info
282935706,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6449050657,Product Interaction,Analytics,Data Not Linked to You,Usage Data
975017240,Email Address,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
975017240,Name,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
975017240,Purchase History,App Functionality,Data Linked to You,Purchases
975017240,Email Address,App Functionality,Data Linked to You,Contact Info
975017240,Name,App Functionality,Data Linked to You,Contact Info
975017240,User ID,App Functionality,Data Linked to You,Identifiers
975017240,Device ID,Analytics,Data Not Linked to You,Identifiers
975017240,Product Interaction,Analytics,Data Not Linked to You,Usage Data
975017240,Other Usage Data,App Functionality,Data Not Linked to You,Usage Data
1610634186,User ID,Analytics,Data Not Linked to You,Identifiers
1610634186,Device ID,Analytics,Data Not Linked to You,Identifiers
1610634186,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1610634186,Other Usage Data,Analytics,Data Not Linked to You,Usage Data
1610634186,Crash Data,Analytics,Data Not Linked to You,Diagnostics
1610634186,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6476618172,,,Data Not Collected,
1664339685,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1664339685,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
1664339685,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
1664339685,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
1664339685,Other Diagnostic Data,App Functionality,Data Not Linked to You,Diagnostics
1629902861,Product Interaction,Analytics,Data Linked to You,Usage Data
1629902861,Crash Data,Analytics,Data Linked to You,Diagnostics
1629902861,Performance Data,Analytics,Data Linked to You,Diagnostics
1629902861,Other Diagnostic Data,Analytics,Data Linked to You,Diagnostics
875319874,Purchase History,App Functionality,Data Not Linked to You,Purchases
1556016869,Product Interaction,Analytics,Data Not Linked to You,Usage Data
1556016869,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
1556016869,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
1556016869,Other Diagnostic Data,App Functionality,Data Not Linked to You,Diagnostics
6474254673,Purchase History,App Functionality,Data Linked to You,Purchases
6474254673,Product Interaction,Analytics,Data Not Linked to You,Usage Data
6474254673,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6474254673,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6474254673,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
6472541408,,,Data Not Collected,
493558583,User ID,Third-Party Advertising,Data Linked to You,Identifiers
493558583,Device ID,Third-Party Advertising,Data Linked to You,Identifiers
493558583,User ID,Product Personalization,Data Linked to You,Identifiers
493558583,User ID,App Functionality,Data Linked to You,Identifiers
493558583,Product Interaction,Analytics,Data Not Linked to You,Usage Data
493558583,Product Interaction,App Functionality,Data Not Linked to You,Usage Data
493558583,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6479974997,,,Data Not Collected,
6473711864,User ID,App Functionality,Data Linked to You,Identifiers
6473711864,Device ID,App Functionality,Data Not Linked to You,Identifiers
6475644261,Crash Data,Developer’s Advertising or Marketing,Data Not Linked to You,Diagnostics
6475644261,Crash Data,Analytics,Data Not Linked to You,Diagnostics
6475644261,Performance Data,Analytics,Data Not Linked to You,Diagnostics
6475644261,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6475644261,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
6472496232,Email Address,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
6472496232,Name,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
6472496232,Phone Number,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
6472496232,User ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
6472496232,Product Interaction,Developer’s Advertising or Marketing,Data Linked to You,Usage Data
6472496232,Purchase History,Analytics,Data Linked to You,Purchases
6472496232,Email Address,Analytics,Data Linked to You,Contact Info
6472496232,Name,Analytics,Data Linked to You,Contact Info
6472496232,Phone Number,Analytics,Data Linked to You,Contact Info
6472496232,Gameplay Content,Analytics,Data Linked to You,User Content
6472496232,User ID,Analytics,Data Linked to You,Identifiers
6472496232,Product Interaction,Analytics,Data Linked to You,Usage Data
6472496232,Performance Data,Analytics,Data Linked to You,Diagnostics
6472496232,Other Diagnostic Data,Analytics,Data Linked to You,Diagnostics
6472496232,Email Address,Product Personalization,Data Linked to You,Contact Info
6472496232,Name,Product Personalization,Data Linked to You,Contact Info
6472496232,Phone Number,Product Personalization,Data Linked to You,Contact Info
6472496232,User ID,Product Personalization,Data Linked to You,Identifiers
6472496232,Product Interaction,Product Personalization,Data Linked to You,Usage Data
6472496232,Purchase History,App Functionality,Data Linked to You,Purchases
6472496232,Email Address,App Functionality,Data Linked to You,Contact Info
6472496232,Name,App Functionality,Data Linked to You,Contact Info
6472496232,Phone Number,App Functionality,Data Linked to You,Contact Info
6472496232,Gameplay Content,App Functionality,Data Linked to You,User Content
6472496232,User ID,App Functionality,Data Linked to You,Identifiers
6472496232,Product Interaction,App Functionality,Data Linked to You,Usage Data
6472496232,Crash Data,Analytics,Data Not Linked to You,Diagnostics
6472496232,Head,Analytics,Data Not Linked to You,Body
6472496232,Head,Product Personalization,Data Not Linked to You,Body
6472496232,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
6472496232,Hands,App Functionality,Data Not Linked to You,Body
6472496232,Head,App Functionality,Data Not Linked to You,Body
484672289,Purchase History,,Data Used to Track You,Purchases
484672289,Precise Location,,Data Used to Track You,Location
484672289,Email Address,,Data Used to Track You,Contact Info
484672289,Browsing History,,Data Used to Track You,Browsing History
484672289,Device ID,,Data Used to Track You,Identifiers
484672289,Product Interaction,,Data Used to Track You,Usage Data
484672289,Email Address,Third-Party Advertising,Data Linked to You,Contact Info
484672289,Browsing History,Third-Party Advertising,Data Linked to You,Browsing History
484672289,Device ID,Third-Party Advertising,Data Linked to You,Identifiers
484672289,Product Interaction,Third-Party Advertising,Data Linked to You,Usage Data
484672289,Purchase History,Developer’s Advertising or Marketing,Data Linked to You,Purchases
484672289,Email Address,Developer’s Advertising or Marketing,Data Linked to You,Contact Info
484672289,Browsing History,Developer’s Advertising or Marketing,Data Linked to You,Browsing History
484672289,Device ID,Developer’s Advertising or Marketing,Data Linked to You,Identifiers
484672289,Product Interaction,Developer’s Advertising or Marketing,Data Linked to You,Usage Data
484672289,Advertising Data,Developer’s Advertising or Marketing,Data Linked to You,Usage Data
484672289,Purchase History,Analytics,Data Linked to You,Purchases
484672289,Payment Info,Analytics,Data Linked to You,Financial Info
484672289,Precise Location,Analytics,Data Linked to You,Location
484672289,Physical Address,Analytics,Data Linked to You,Contact Info
484672289,Email Address,Analytics,Data Linked to You,Contact Info
484672289,Search History,Analytics,Data Linked to You,Search History
484672289,Browsing History,Analytics,Data Linked to You,Browsing History
484672289,User ID,Analytics,Data Linked to You,Identifiers
484672289,Device ID,Analytics,Data Linked to You,Identifiers
484672289,Product Interaction,Analytics,Data Linked to You,Usage Data
484672289,Advertising Data,Analytics,Data Linked to You,Usage Data
484672289,Purchase History,Product Personalization,Data Linked to You,Purchases
484672289,Precise Location,Product Personalization,Data Linked to You,Location
484672289,Physical Address,Product Personalization,Data Linked to You,Contact Info
484672289,Email Address,Product Personalization,Data Linked to You,Contact Info
484672289,Name,Product Personalization,Data Linked to You,Contact Info
484672289,Other User Content,Product Personalization,Data Linked to You,User Content
484672289,Search History,Product Personalization,Data Linked to You,Search History
484672289,Browsing History,Product Personalization,Data Linked to You,Browsing History
484672289,User ID,Product Personalization,Data Linked to You,Identifiers
484672289,Product Interaction,Product Personalization,Data Linked to You,Usage Data
484672289,Purchase History,App Functionality,Data Linked to You,Purchases
484672289,Payment Info,App Functionality,Data Linked to You,Financial Info
484672289,Precise Location,App Functionality,Data Linked to You,Location
484672289,Physical Address,App Functionality,Data Linked to You,Contact Info
484672289,Email Address,App Functionality,Data Linked to You,Contact Info
484672289,Name,App Functionality,Data Linked to You,Contact Info
484672289,User ID,App Functionality,Data Linked to You,Identifiers
484672289,Device ID,App Functionality,Data Linked to You,Identifiers
484672289,Product Interaction,App Functionality,Data Linked to You,Usage Data
484672289,Crash Data,Analytics,Data Not Linked to You,Diagnostics
484672289,Performance Data,Analytics,Data Not Linked to You,Diagnostics
484672289,Crash Data,Product Personalization,Data Not Linked to You,Diagnostics
484672289,Customer Support,App Functionality,Data Not Linked to You,User Content
484672289,Crash Data,App Functionality,Data Not Linked to You,Diagnostics
484672289,Performance Data,App Functionality,Data Not Linked to You,Diagnostics
694580816,Coarse Location,Third-Party Advertising,Data Linked to You,Location
694580816,User ID,Third-Party Advertising,Data Linked to You,Identifiers
694580816,Device ID,Third-Party Advertising,Data Linked to You,Identifiers
