app_id,policy_file,total_tuples,collect_count,not_collect_count,total_data_types,data_types_collect,data_types_not_collect
6478412831,N/A,0,0,0,0,N/A,N/A
6475733934,6475733934_filipvabrousek_github_io_privacy_policy.json,0,0,0,0,N/A,N/A
6480322995,6480322995_danieltperry_me_privacy_policy.json,6,3,1,3,information|ip addr|usage info,information
6484504330,6484504330_sites_google_com_privacy_policy.json,33,8,0,8,device id|device info|hardware|information|network|pii|system ver|usage info,N/A
6476346004,6476346004_spatialstation_app_privacy_policy.json,15,9,0,9,biographical|camera|comment|email addr|information|password|photo|usage info|user id,N/A
6476616491,6476616491_hudson_uk_privacy_policy.json,2,1,1,2,pii,information
6523429904,6523429904_spatial-video-studio_com_privacy_policy.json,19,6,2,7,button|camera|information|photo|pii|usage info,billing|pii
6478015121,N/A,0,0,0,0,N/A,N/A
441968334,441968334_pxlwaves_com_privacy_policy.json,115,12,2,12,browsing|device id|email addr|geo location|identifier|information|interest|ip addr|pii|system ver|usage info|usage time,browsing|information
1468191822,1468191822_roboticsnailsoftware_com_privacy_policy.json,4,0,2,2,N/A,geo location|pii
6478007837,6478007837_splitscreen_vision_privacy_policy.json,2,2,0,2,information|usage info,N/A
1604274234,N/A,0,0,0,0,N/A,N/A
6477863393,6477863393_stellarexplorer_app_privacy_policy.json,20,7,1,7,browsing|device id|information|ip addr|non-pii|pii|system ver,information
881599819,N/A,0,0,0,0,N/A,N/A
1510429086,1510429086_stress-radar_app_privacy_policy.json,7,4,1,5,email addr|health|information|usage info,pii
6444380323,6444380323_study_subwords_app_privacy_policy.json,10,3,1,3,information|language|usage info,information
6443965587,N/A,0,0,0,0,N/A,N/A
6473759577,6473759577_meson_tokyo_privacy_policy.json,125,11,1,11,billing|browser type|device id|error report|geo location|information|ip addr|pii|system ver|type|usage info,pii
6478713707,N/A,0,0,0,0,N/A,N/A
1598173381,1598173381_alemohamad_com_privacy_policy.json,5,1,0,1,pii,N/A
6449050657,6449050657_natechan_com_privacy_policy.json,21,4,1,4,browsing|information|pii|usage info,browsing
6472496232,6472496232_tripp_com_privacy_policy.json,587,47,1,47,account|age|app ver|audio|billing|biometric|body measure|browser type|browsing|camera|comment|contact|contact list|device info|email addr|error report|face|genetic|geo location|health|heart rate|height|identifier|information|ip addr|language|manufacturer|marriage|model|network|non-pii|password|person name|phone num|photo|pii|screen|sexuality|system memory|system ver|type|usage info|usage time|user id|vr headset|vr movement|workout,usage info
1502142828,1502142828_gettalentbook_com_privacy_policy.json,223,27,2,27,account|audio|billing|browser type|browsing|contact list|device id|device info|email addr|employment|error report|gameplay|geo location|information|interest|ip addr|language|message log|person name|phone num|photo|pii|system ver|usage info|usage time|user id|vr movement,information|pii
1271546805,1271546805_tapemeasure_app_privacy_policy.json,2,1,0,1,pii,N/A
6503707761,N/A,0,0,0,0,N/A,N/A
6502666560,6502666560_sandwich_co_privacy_policy.json,20,2,3,3,information|pii,information|pii|usage info
6466820347,6466820347_termsfeed_com_privacy_policy.json,82,8,0,8,browser type|device id|information|ip addr|pii|system ver|type|usage info,N/A
1406371071,N/A,0,0,0,0,N/A,N/A
1583238971,N/A,0,0,0,0,N/A,N/A
835599320,835599320_tiktok_com_privacy_policy.json,369,37,3,37,account|age|audio|belief|billing|biometric|browser type|browsing|camera|comment|contact|contact list|device id|device info|email addr|ethnic|geo location|identifier|information|interest|ip addr|language|mental|message log|network|password|person name|phone num|photo|pii|project|screen|sexuality|system ver|type|usage info|user id,billing|message log|pii
6449408612,6449408612_tizipizi_alpennec_com_privacy_policy.json,40,7,2,7,error report|information|pii|system ver|type|usage info|usage time,information|pii
1112433234,1112433234_timelines_app_privacy_policy.json,65,13,0,13,ad id|device id|device info|email addr|error report|geo location|identifier|information|interest|ip addr|pii|usage info|usage time,N/A
1632777736,N/A,0,0,0,0,N/A,N/A
6499172465,6499172465_1984_dev_privacy_policy.json,0,0,0,0,N/A,N/A
1663556775,1663556775_ultimatefocus_app_privacy_policy.json,1,0,1,1,N/A,information
1668309493,N/A,0,0,0,0,N/A,N/A
6469049274,6469049274_access_foyerobjet_com_privacy_policy.json,2,1,0,1,information,N/A
6479974997,6479974997_sharpforks_com_privacy_policy.json,0,0,0,0,N/A,N/A
964118383,964118383_vuz_com_privacy_policy.json,33,5,0,5,email addr|information|person name|photo|pii,N/A
6475644261,6475644261_chatbotplus_codekit_co_uk_privacy_policy.json,14,9,2,9,device info|email addr|information|ip addr|person name|pii|system ver|type|usage info,information|pii
6478754569,6478754569_apps_c2_me_privacy_policy.json,24,3,1,3,information|pii|usage info,pii
6478897915,6478897915_visitnyc_store_privacy_policy.json,3,2,0,2,information|ip addr,N/A
1090744587,1090744587_emailmeapp_net_privacy_policy.json,18,8,2,8,information|network|non-pii|password|pii|system ver|type|usage info,information|network
1510467732,1510467732_voosey_com_privacy_policy.json,8,1,2,2,pii,information|pii
6475702074,6475702074_cerio_app_privacy_policy.json,0,0,0,0,N/A,N/A
6479647844,N/A,0,0,0,0,N/A,N/A
653031147,653031147_iubenda_com_privacy_policy.json,79,17,0,17,age|body measure|device id|email addr|error report|geo location|identifier|information|ip addr|person name|pii|sexuality|type|usage info|usage time|user id|vr movement,N/A
833967564,833967564_cisco_com_privacy_policy.json,10,3,0,3,information|pii|usage info,N/A
6478838107,6478838107_allinpodcast_co_privacy_policy.json,0,0,0,0,N/A,N/A
1523682319,1523682319_david-smith_org_privacy_policy.json,48,8,1,8,calendar|contact|geo location|health|information|non-pii|photo|pii,pii
6478598855,N/A,0,0,0,0,N/A,N/A
6477783956,6477783956_docs_google_com_privacy_policy.json,25,4,2,4,information|ip addr|pii|usage info,information|pii
6461209319,6461209319_wisda_app_privacy_policy.json,4,2,1,2,pii|usage info,pii
1603247748,N/A,0,0,0,0,N/A,N/A
6451323433,N/A,0,0,0,0,N/A,N/A
1591269922,1591269922_actowise_com_privacy_policy.json,22,9,0,9,browser type|browsing|geo location|information|ip addr|network|pii|usage info|usage time,N/A
6472360919,6472360919_zillowgroup_com_privacy_policy.json,588,29,1,29,account|ad id|audio|billing|body measure|browser type|browsing|button|contact|device id|device info|email addr|employment|gameplay|geo location|health|identifier|information|ip addr|message log|non-pii|password|person name|phone num|pii|system ver|usage info|usage time|user id,pii
546505307,546505307_zoom_us_privacy_policy.json,312,23,1,23,audio|billing|browsing|button|calendar|camera|contact|device info|education|email addr|employment|error report|gameplay|information|message log|person name|phone num|photo|pii|usage info|user id|vr avatar|vr movement,pii
6472555496,6472555496_aloyoga_com_privacy_policy.json,396,29,2,29,age|audio|billing|body measure|browser type|browsing|camera|contact|device id|device info|education|email addr|employment|gameplay|geo location|identifier|information|ip addr|message log|network|password|person name|phone num|photo|pii|sexuality|usage info|usage time|user id,camera|pii
6475752596,6475752596_jayagra_com_privacy_policy.json,17,6,2,6,browser type|information|ip addr|language|pii|usage info,pii|usage info
6479165827,N/A,0,0,0,0,N/A,N/A
1571127299,1571127299_heypster_com_privacy_policy.json,8,2,1,2,information|pii,pii
6470272751,N/A,0,0,0,0,N/A,N/A
6473711864,N/A,0,0,0,0,N/A,N/A
6471967539,6471967539_docs_google_com_privacy_policy.json,109,5,2,5,audio|employment|information|interest|pii,information|pii
1286558019,1286558019_apfelapps_ch_privacy_policy.json,23,3,1,3,information|ip addr|usage info,information
6466659366,6466659366_swatchbook_us_privacy_policy.json,104,23,4,23,age|app ver|billing|browser type|browsing|contact|device info|email addr|geo location|identifier|information|interest|ip addr|manufacturer|model|person name|phone num|pii|sexuality|system ver|usage info|usage time|user id,geo location|information|ip addr|pii
400751858,N/A,0,0,0,0,N/A,N/A
